 	Area	Mean	X	Y	XM	YM
1	3418	129.852	327.696	245.657	327.833	245.683
2	3443	129.700	327.481	245.853	327.626	245.878
3	3430	129.239	328.378	246.141	328.520	246.162
4	3433	129.000	328.261	245.794	328.395	245.820
5	3422	129.298	327.494	246.290	327.641	246.295
6	3442	129.776	328.025	246.149	328.167	246.146
7	3434	129.421	328.033	246.212	328.176	246.224
8	3436	129.588	327.967	245.857	328.091	245.858
9	3424	129.496	327.931	245.480	328.038	245.498
10	3432	129.074	328.080	245.078	328.184	245.084
11	3430	128.936	328.230	245.323	328.342	245.324
12	3430	129.142	327.720	245.136	327.822	245.132
13	3424	129.218	327.762	244.716	327.882	244.721
14	3434	129.521	328.115	244.510	328.234	244.510
15	3435	129.183	327.289	245.250	327.400	245.242
16	3434	129.449	327.686	244.918	327.790	244.918
17	3429	129.505	327.542	244.795	327.653	244.790
18	3428	129.861	327.059	244.679	327.178	244.669
19	3423	129.431	326.982	245.401	327.091	245.400
20	3438	129.112	326.586	245.748	326.685	245.742
21	3447	129.070	326.620	246.045	326.722	246.051
22	3428	128.954	327.116	245.820	327.218	245.824
23	3431	128.746	327.364	246.046	327.455	246.049
24	3432	129.219	327.179	245.696	327.282	245.697
25	3440	128.909	327.352	245.099	327.461	245.109
26	3449	128.976	326.808	244.976	326.903	244.968
27	3447	129.120	326.999	245.306	327.092	245.303
28	3455	128.936	326.924	245.190	327.026	245.178
29	3437	128.974	327.486	244.864	327.589	244.848
30	3443	128.935	327.813	244.891	327.909	244.887
31	3443	128.913	327.824	244.381	327.937	244.396
32	3462	128.569	327.652	244.089	327.752	244.098
33	3454	128.591	327.808	243.993	327.919	243.996
34	3441	128.483	327.631	244.696	327.748	244.706
35	3433	128.896	327.379	245.173	327.496	245.175
36	3441	128.886	327.424	245.409	327.538	245.421
37	3431	128.726	326.826	245.169	326.919	245.178
38	3441	128.474	327.006	245.644	327.095	245.660
39	3429	128.814	326.464	245.313	326.558	245.334
40	3421	128.820	327.376	245.697	327.476	245.704
41	3442	128.760	327.299	245.831	327.419	245.858
42	3441	128.331	326.923	245.388	327.055	245.407
43	3446	128.394	326.687	245.698	326.805	245.701
44	3452	128.041	327.011	245.835	327.142	245.854
45	3455	128.048	326.560	246.065	326.672	246.067
46	3430	127.916	327.278	246.152	327.393	246.170
47	3442	127.675	327.345	246.220	327.454	246.243
48	3436	127.317	327.372	246.220	327.465	246.242
49	3447	127.054	326.869	246.560	326.952	246.576
50	3452	127.375	326.833	246.753	326.930	246.761
51	3448	127.303	327.376	247.006	327.463	247.018
52	3450	127.392	327.124	247.099	327.208	247.110
53	3437	127.565	327.362	246.716	327.466	246.722
54	3436	127.687	327.528	247.021	327.630	247.026
55	3438	127.899	327.494	246.865	327.595	246.868
56	3436	128.364	327.917	246.654	328.029	246.653
57	3437	128.193	328.529	246.621	328.640	246.632
58	3440	127.598	327.963	246.735	328.082	246.728
59	3438	127.369	328.104	246.563	328.225	246.551
60	3439	127.385	328.338	246.009	328.463	245.995
61	3427	127.655	328.519	245.465	328.636	245.441
62	3443	127.714	327.977	244.837	328.083	244.812
63	3453	127.489	328.023	245.264	328.117	245.240
64	3450	127.465	327.806	245.815	327.890	245.798
65	3443	127.255	327.932	245.392	328.027	245.388
66	3449	127.862	328.655	245.556	328.756	245.548
67	3445	127.758	328.218	245.240	328.336	245.238
68	3436	128.015	328.754	244.566	328.882	244.565
69	3437	127.559	328.641	244.493	328.760	244.498
70	3448	127.576	328.628	244.856	328.737	244.853
71	3432	127.798	328.328	244.781	328.428	244.767
72	3436	127.476	328.295	245.169	328.396	245.159
73	3447	127.593	328.129	245.035	328.231	245.021
74	3441	127.695	328.372	245.583	328.462	245.552
75	3439	127.417	328.446	245.734	328.543	245.706
76	3436	127.299	328.164	245.691	328.265	245.664
77	3428	126.992	328.051	245.941	328.163	245.906
78	3426	127.276	328.454	245.588	328.570	245.576
79	3435	127.904	328.696	245.662	328.812	245.656
80	3414	127.564	328.631	245.941	328.737	245.918
81	3410	127.270	328.433	246.092	328.553	246.067
82	3428	127.397	328.154	245.469	328.281	245.448
83	3436	127.818	327.810	245.619	327.927	245.601
84	3439	128.359	328.058	245.722	328.182	245.709
85	3424	128.785	327.828	245.719	327.955	245.698
86	3423	128.361	327.240	245.854	327.356	245.843
87	3420	128.801	327.231	245.710	327.335	245.697
88	3421	128.842	327.601	245.375	327.699	245.362
89	3435	128.951	327.870	245.645	327.978	245.621
90	3411	129.177	327.714	245.551	327.823	245.523
91	3428	128.910	327.178	245.775	327.297	245.755
92	3430	129.262	326.592	246.031	326.713	246.012
93	3430	129.384	326.873	246.249	327.008	246.241
94	3424	129.702	326.806	246.090	326.949	246.082
95	3426	129.722	326.627	245.998	326.775	246.003
96	3431	129.821	326.762	246.195	326.928	246.193
97	3427	129.847	325.796	245.882	325.956	245.884
98	3423	130.349	326.336	246.118	326.504	246.114
99	3437	130.168	326.334	245.507	326.502	245.502
100	3424	129.962	326.394	245.223	326.546	245.214
101	3435	129.886	325.852	245.089	325.989	245.077
102	3428	129.817	326.306	245.059	326.443	245.036
103	3428	129.957	326.559	245.647	326.701	245.614
104	3420	130.079	326.539	245.625	326.687	245.600
105	3444	129.566	326.497	245.796	326.633	245.767
106	3443	129.349	326.183	246.153	326.322	246.133
107	3432	129.153	326.726	245.810	326.863	245.799
108	3412	129.512	326.810	245.790	326.946	245.795
109	3418	129.953	327.102	245.446	327.234	245.453
110	3423	130.076	326.939	245.374	327.067	245.395
111	3440	130.160	327.104	245.749	327.230	245.774
112	3424	130.435	327.200	245.592	327.322	245.609
113	3406	130.415	326.867	245.619	326.979	245.656
114	3434	130.197	326.496	245.520	326.607	245.554
115	3421	130.093	326.727	245.541	326.839	245.585
116	3420	129.499	326.231	245.379	326.351	245.414
117	3417	129.450	326.707	245.261	326.836	245.297
118	3413	129.352	326.627	244.909	326.749	244.936
119	3430	129.297	326.022	244.613	326.141	244.653
120	3424	129.424	326.551	244.784	326.672	244.828
121	3428	129.489	325.879	244.573	326.004	244.602
122	3413	129.510	326.642	244.615	326.760	244.648
123	3413	129.724	326.580	243.995	326.713	244.021
124	3408	129.884	326.125	244.354	326.295	244.367
125	3403	129.684	326.216	244.330	326.378	244.349
126	3413	129.710	326.240	244.422	326.396	244.446
127	3416	129.395	326.199	244.624	326.341	244.641
128	3425	129.737	327.300	245.042	327.442	245.078
129	3414	129.734	326.982	244.474	327.117	244.504
130	3417	129.327	326.951	244.274	327.099	244.308
131	3416	129.050	326.622	244.470	326.753	244.513
132	3414	129.440	326.436	244.958	326.549	245.005
133	3429	129.265	326.393	244.588	326.519	244.623
134	3432	129.342	326.447	243.965	326.574	243.996
135	3423	129.617	326.993	243.887	327.110	243.903
136	3417	129.197	326.984	244.303	327.106	244.316
137	3420	128.815	326.870	244.618	326.988	244.618
138	3426	128.661	326.821	244.830	326.943	244.823
139	3422	128.681	326.719	245.468	326.826	245.445
140	3420	128.434	327.194	245.673	327.324	245.646
141	3423	128.293	327.227	245.667	327.360	245.663
142	3411	128.351	327.177	245.440	327.298	245.418
143	3406	128.561	327.022	245.376	327.147	245.365
144	3413	128.553	326.990	245.649	327.134	245.628
145	3423	128.476	326.252	245.997	326.398	245.981
146	3415	128.522	326.388	246.267	326.535	246.238
147	3415	128.723	326.531	246.373	326.682	246.352
148	3416	128.502	326.052	246.597	326.191	246.552
149	3418	128.862	325.556	246.760	325.704	246.711
150	3403	128.854	325.974	246.567	326.117	246.518
151	3410	128.817	325.831	247.062	325.981	247.011
152	3399	129.517	325.850	247.377	325.995	247.313
153	3411	129.566	325.896	247.545	326.058	247.485
154	3407	129.759	326.490	247.664	326.650	247.608
155	3407	129.544	326.680	247.717	326.823	247.679
156	3431	129.003	326.351	247.338	326.490	247.304
157	3441	128.981	326.492	247.137	326.641	247.111
158	3434	128.874	326.787	246.902	326.929	246.889
159	3417	129.114	327.063	246.725	327.200	246.706
160	3419	128.726	326.790	246.794	326.915	246.783
161	3419	129.006	327.136	247.010	327.269	246.999
162	3424	129.197	327.271	246.782	327.403	246.779
163	3417	129.016	327.381	246.419	327.517	246.409
164	3423	128.682	327.285	245.960	327.407	245.951
165	3428	128.383	327.633	245.863	327.759	245.868
166	3428	127.863	326.779	246.212	326.905	246.210
167	3421	128.019	327.089	246.095	327.203	246.106
168	3422	127.612	327.505	246.086	327.628	246.098
169	3430	127.991	327.885	245.747	328.004	245.757
170	3427	127.685	327.720	245.408	327.845	245.429
171	3432	128.044	327.160	245.155	327.280	245.162
172	3424	128.268	327.107	245.187	327.230	245.207
173	3434	128.274	326.826	245.246	326.937	245.248
174	3414	128.049	327.223	245.024	327.350	245.034
175	3425	127.782	327.415	245.154	327.531	245.148
176	3416	127.551	327.591	244.974	327.702	244.964
177	3423	127.484	328.010	244.395	328.121	244.380
178	3429	127.316	327.843	244.429	327.942	244.419
179	3433	127.350	327.752	244.457	327.851	244.444
180	3435	127.303	327.727	244.561	327.836	244.550
181	3436	126.951	327.564	244.269	327.666	244.256
182	3440	127.496	328.010	243.741	328.114	243.724
183	3447	127.353	327.447	243.715	327.547	243.713
184	3461	127.309	328.193	243.799	328.285	243.798
185	3445	127.043	327.686	244.457	327.779	244.464
186	3432	127.294	328.153	244.376	328.255	244.384
187	3447	127.474	327.902	243.769	328.005	243.773
188	3450	127.292	328.005	244.048	328.123	244.064
189	3453	127.283	327.678	244.011	327.781	244.019
190	3442	127.359	327.827	243.753	327.946	243.775
191	3454	127.466	327.575	244.033	327.691	244.051
192	3440	127.666	327.581	244.728	327.699	244.738
193	3438	127.581	328.179	244.864	328.305	244.859
194	3444	127.409	327.997	244.073	328.131	244.068
195	3437	127.477	328.102	244.803	328.215	244.795
196	3431	127.526	327.958	244.850	328.086	244.843
197	3432	127.311	327.541	244.634	327.654	244.629
198	3431	127.592	326.753	244.724	326.856	244.715
199	3444	127.199	327.287	244.286	327.412	244.281
200	3428	127.134	325.947	244.414	326.064	244.425
201	3442	127.049	325.282	244.130	325.412	244.152
202	3435	127.314	324.269	244.397	324.389	244.407
203	3435	127.658	323.034	244.278	323.172	244.294
204	3440	127.847	322.587	244.486	322.716	244.496
205	3454	127.500	321.686	245.439	321.802	245.464
206	3451	127.478	320.857	245.079	320.974	245.080
207	3433	127.646	320.424	244.890	320.554	244.898
208	3440	127.436	319.394	244.973	319.523	244.974
209	3437	127.374	319.092	244.486	319.229	244.481
210	3434	126.899	319.072	244.974	319.210	244.987
211	3431	126.916	318.466	245.232	318.583	245.253
212	3440	127.131	317.920	245.734	318.041	245.756
213	3436	127.348	317.279	246.169	317.406	246.178
214	3440	127.749	317.186	245.969	317.318	245.979
215	3435	127.648	316.462	246.101	316.613	246.111
216	3439	127.355	316.103	245.989	316.244	246.002
217	3457	127.326	316.689	246.039	316.832	246.039
218	3436	127.657	315.838	245.365	315.982	245.370
219	3440	127.662	315.394	245.337	315.541	245.331
220	3446	127.743	314.567	245.951	314.703	245.934
221	3443	127.489	314.601	245.634	314.741	245.627
222	3446	127.278	314.052	245.771	314.193	245.757
223	3448	127.306	314.037	245.730	314.167	245.731
224	3452	126.976	313.820	245.586	313.946	245.579
225	3452	126.850	313.744	245.684	313.856	245.677
226	3454	126.976	312.791	245.625	312.912	245.611
227	3451	126.914	313.334	244.828	313.452	244.836
228	3447	126.925	312.842	244.635	312.960	244.639
229	3453	127.310	312.829	244.487	312.942	244.493
230	3440	127.598	312.808	243.933	312.904	243.944
231	3443	127.680	313.600	244.638	313.692	244.655
232	3447	127.993	314.130	245.023	314.204	245.038
233	3459	127.742	314.717	245.843	314.790	245.861
234	3446	127.743	315.583	245.542	315.667	245.555
235	3441	127.649	316.226	245.699	316.294	245.703
236	3423	127.517	316.602	245.632	316.679	245.632
237	3442	127.777	317.404	245.562	317.475	245.551
238	3430	127.531	317.667	245.575	317.745	245.575
239	3411	127.585	318.565	245.428	318.632	245.424
240	3399	128.009	318.529	245.435	318.593	245.431
241	3393	127.997	319.467	245.614	319.535	245.599
242	3396	127.968	319.178	245.423	319.259	245.408
243	3374	128.016	319.845	245.335	319.918	245.305
244	3375	128.108	320.329	245.455	320.407	245.433
245	3353	127.676	320.686	245.561	320.757	245.527
246	3354	127.776	320.731	245.325	320.803	245.297
247	3340	127.603	321.140	244.849	321.207	244.830
248	3333	127.569	320.934	244.828	321.004	244.806
249	3346	127.337	321.170	245.309	321.237	245.306
250	3338	127.367	320.929	245.155	321.002	245.138
251	3341	127.430	321.226	244.835	321.295	244.820
252	3328	127.146	321.206	245.123	321.273	245.104
253	3324	127.156	321.455	244.603	321.520	244.581
254	3318	127.330	321.796	244.414	321.879	244.391
255	3314	127.437	321.804	244.514	321.883	244.500
256	3323	127.639	321.858	244.430	321.925	244.413
257	3326	127.516	321.936	244.618	322.000	244.604
258	3327	127.632	322.008	244.612	322.086	244.617
259	3316	127.759	322.100	244.690	322.160	244.688
260	3300	127.871	322.025	244.552	322.082	244.556
261	3295	128.262	322.221	244.793	322.272	244.794
262	3278	128.344	322.578	244.515	322.636	244.512
263	3270	128.545	322.953	244.410	323.007	244.404
264	3240	128.716	323.354	244.504	323.411	244.495
265	3250	128.724	323.032	244.824	323.083	244.803
266	3254	128.532	323.171	244.705	323.226	244.682
267	3244	128.452	322.898	244.112	322.962	244.085
268	3262	128.584	323.124	244.500	323.187	244.475
269	3260	128.689	322.910	245.037	322.979	245.012
270	3256	128.351	323.229	245.248	323.308	245.229
271	3244	128.389	323.516	245.452	323.608	245.434
272	3236	128.165	323.643	245.234	323.735	245.211
273	3248	128.078	323.521	245.379	323.599	245.351
274	3241	127.710	323.676	245.595	323.761	245.567
275	3260	127.785	323.315	246.286	323.401	246.241
276	3258	127.598	323.244	245.892	323.332	245.845
277	3246	127.929	323.404	246.074	323.475	246.034
278	3236	128.377	323.684	246.020	323.764	245.971
279	3227	128.194	324.104	246.114	324.195	246.061
280	3221	128.218	323.944	246.167	324.033	246.124
281	3220	128.474	324.085	246.213	324.178	246.177
282	3214	128.445	324.008	246.198	324.108	246.161
283	3204	128.189	324.275	246.369	324.369	246.344
284	3202	127.913	324.083	246.727	324.171	246.713
285	3209	127.947	324.156	247.017	324.251	246.983
286	3218	127.778	324.210	246.437	324.304	246.415
287	3217	127.573	323.876	246.434	323.957	246.409
288	3209	127.417	324.233	246.218	324.326	246.187
289	3218	127.195	324.161	246.586	324.252	246.533
290	3204	127.055	324.351	246.798	324.436	246.749
291	3197	126.897	324.225	246.330	324.317	246.276
292	3189	126.777	324.311	246.386	324.410	246.333
293	3189	126.802	324.258	246.178	324.358	246.141
294	3193	126.811	324.626	246.176	324.704	246.138
295	3191	127.119	324.221	245.856	324.307	245.832
296	3175	127.267	324.637	245.752	324.735	245.717
297	3175	127.275	324.366	245.370	324.459	245.340
298	3178	127.559	324.712	245.572	324.798	245.536
299	3165	127.652	324.661	245.714	324.741	245.678
300	3178	127.486	324.841	245.751	324.932	245.730
301	3161	127.415	324.938	245.577	325.024	245.555
302	3155	127.298	324.864	245.818	324.952	245.797
303	3152	127.484	324.913	245.910	325.010	245.877
304	3150	127.182	324.891	245.268	324.992	245.239
305	3148	127.337	325.074	245.315	325.179	245.279
306	3139	127.448	325.121	244.882	325.230	244.862
307	3132	127.350	325.097	244.982	325.223	244.951
308	3154	127.423	324.935	245.075	325.055	245.060
309	3154	127.429	324.908	245.359	325.022	245.343
310	3149	127.538	324.781	245.420	324.896	245.399
311	3152	127.901	324.882	245.880	324.999	245.851
312	3155	127.700	324.584	245.500	324.684	245.464
313	3144	127.604	325.176	245.814	325.260	245.787
314	3123	127.519	325.102	245.815	325.196	245.801
315	3139	127.306	324.975	246.061	325.056	246.035
316	3144	127.230	325.007	245.946	325.098	245.927
317	3155	127.531	324.831	246.231	324.924	246.197
318	3150	127.420	324.923	245.983	325.023	245.958
319	3141	127.182	324.946	246.348	325.067	246.348
320	3144	127.505	325.116	246.377	325.229	246.360
321	3139	127.240	325.003	245.769	325.114	245.756
322	3142	127.211	324.998	246.353	325.116	246.342
323	3142	127.224	325.008	246.563	325.110	246.565
324	3144	127.176	325.095	247.136	325.223	247.140
325	3144	127.312	325.041	247.056	325.160	247.060
326	3157	127.451	324.799	246.899	324.904	246.882
327	3135	127.915	324.598	247.289	324.707	247.289
328	3141	127.886	324.951	247.079	325.051	247.062
329	3148	128.147	324.722	247.320	324.825	247.311
330	3141	128.421	325.090	247.342	325.185	247.321
331	3158	128.071	324.844	246.952	324.933	246.935
332	3143	128.380	324.591	246.172	324.668	246.130
333	3138	128.750	324.886	246.308	324.972	246.273
334	3140	128.335	324.801	246.412	324.873	246.382
335	3146	128.346	324.832	246.438	324.907	246.393
336	3143	128.507	324.929	246.236	325.018	246.208
337	3144	128.505	324.962	246.528	325.057	246.493
338	3154	128.481	325.033	246.682	325.129	246.656
339	3173	128.121	324.558	246.506	324.647	246.481
340	3184	128.292	324.421	246.082	324.509	246.071
341	3194	128.150	324.341	246.059	324.419	246.051
342	3192	127.959	324.460	245.932	324.544	245.927
343	3195	128.151	324.635	245.975	324.715	245.959
344	3200	128.197	324.434	245.769	324.516	245.754
345	3181	128.452	324.764	246.146	324.853	246.112
346	3181	128.478	324.678	246.276	324.767	246.256
347	3170	128.236	324.560	246.637	324.650	246.620
348	3170	127.931	324.774	246.368	324.867	246.367
349	3170	128.062	324.609	246.647	324.710	246.639
350	3172	127.649	324.926	246.491	325.022	246.472
351	3176	127.470	324.628	246.907	324.736	246.886
352	3168	127.782	324.870	247.385	324.979	247.364
353	3174	127.541	324.705	247.587	324.813	247.573
354	3167	127.464	324.862	247.374	324.972	247.371
355	3148	127.765	324.915	246.471	325.013	246.469
356	3129	127.889	325.143	246.844	325.248	246.843
357	3127	128.167	325.229	247.030	325.337	247.024
358	3110	127.904	325.362	246.845	325.474	246.835
359	3109	127.605	325.336	246.561	325.450	246.564
360	3118	127.902	325.298	246.519	325.403	246.534
361	3119	127.164	325.199	246.081	325.322	246.099
362	3137	127.121	325.207	245.982	325.320	246.007
363	3126	127.433	325.403	245.800	325.515	245.819
364	3131	127.511	325.243	246.150	325.365	246.163
365	3120	127.511	325.438	246.210	325.566	246.220
366	3122	127.091	325.213	246.206	325.352	246.225
367	3144	127.088	325.091	245.834	325.211	245.842
368	3144	127.286	324.968	245.797	325.086	245.798
369	3144	127.421	324.969	245.924	325.074	245.919
370	3151	127.672	324.987	245.848	325.100	245.841
371	3151	127.383	324.843	245.722	324.948	245.715
372	3152	127.077	324.878	246.066	324.975	246.057
373	3157	126.632	325.014	246.291	325.123	246.282
374	3168	126.835	324.988	246.346	325.098	246.341
375	3160	126.984	324.934	246.211	325.051	246.178
376	3149	126.974	324.957	246.472	325.073	246.454
377	3170	126.812	324.853	246.720	324.958	246.681
378	3166	127.061	324.895	246.787	325.005	246.745
379	3140	127.436	324.867	246.682	324.982	246.648
380	3129	127.262	325.228	246.486	325.353	246.449
381	3134	126.975	324.956	246.202	325.073	246.173
382	3126	127.449	325.127	246.586	325.244	246.545
383	3134	127.533	325.059	246.548	325.181	246.511
384	3140	127.809	324.954	246.552	325.071	246.522
385	3146	127.545	325.064	246.511	325.179	246.471
386	3145	127.528	324.846	246.628	324.948	246.587
387	3146	127.715	325.044	246.363	325.157	246.317
388	3143	127.702	325.035	246.328	325.141	246.296
389	3147	127.553	324.942	245.826	325.061	245.800
390	3135	127.802	325.114	245.630	325.228	245.602
391	3137	127.978	325.073	245.690	325.183	245.656
392	3143	128.076	324.964	245.421	325.059	245.387
393	3140	127.833	325.059	245.176	325.162	245.147
394	3131	127.930	325.085	245.168	325.199	245.155
395	3127	127.791	325.106	245.135	325.209	245.096
396	3163	127.554	324.798	245.527	324.907	245.487
397	3162	127.086	324.986	244.933	325.106	244.895
398	3154	127.217	324.894	245.457	325.015	245.407
399	3154	127.435	324.935	245.269	325.050	245.216
400	3141	127.387	325.022	245.144	325.136	245.102
401	3144	127.426	325.102	245.406	325.212	245.367
402	3132	127.397	325.243	244.948	325.353	244.923
403	3124	127.435	325.241	245.113	325.362	245.085
404	3138	127.288	325.152	244.902	325.272	244.856
405	3139	127.321	325.227	244.636	325.363	244.602
406	3153	126.946	325.116	244.854	325.244	244.842
407	3143	126.812	325.277	245.068	325.422	245.046
408	3135	126.980	325.262	245.177	325.397	245.176
409	3135	126.979	325.220	245.170	325.327	245.160
410	3149	127.048	325.267	244.761	325.378	244.747
411	3147	127.207	324.899	245.347	325.000	245.346
412	3175	127.134	324.823	245.516	324.924	245.511
413	3179	126.986	324.551	245.462	324.670	245.435
414	3164	127.373	324.644	246.135	324.766	246.116
415	3177	127.089	324.658	246.056	324.789	246.031
416	3197	127.071	324.434	246.215	324.543	246.176
417	3207	127.174	324.507	246.399	324.597	246.370
418	3208	127.121	324.072	246.308	324.163	246.270
419	3189	127.077	324.345	245.730	324.450	245.696
420	3201	127.097	324.169	245.972	324.276	245.931
421	3196	127.360	324.420	245.879	324.531	245.857
422	3201	127.364	324.172	245.811	324.268	245.806
423	3186	127.535	324.266	245.820	324.372	245.818
424	3189	127.914	324.041	246.006	324.141	245.984
425	3167	127.689	324.335	245.788	324.436	245.787
426	3174	127.524	324.343	245.739	324.452	245.748
427	3175	127.543	324.603	245.926	324.702	245.935
428	3181	127.412	324.295	245.612	324.401	245.628
429	3187	127.646	324.328	245.498	324.433	245.511
430	3193	127.585	324.049	245.721	324.155	245.738
431	3191	127.795	323.798	245.746	323.914	245.772
432	3203	127.920	323.996	246.174	324.112	246.175
433	3223	127.534	323.529	245.765	323.641	245.761
434	3219	127.389	323.685	245.538	323.790	245.545
435	3209	127.396	323.657	245.606	323.778	245.588
436	3222	126.830	323.809	246.037	323.918	246.040
437	3225	126.917	323.707	245.695	323.807	245.705
438	3218	126.429	323.736	245.912	323.850	245.912
439	3221	126.563	323.690	245.523	323.814	245.522
440	3218	126.508	323.671	245.297	323.788	245.300
441	3198	126.431	323.719	245.305	323.834	245.312
442	3215	126.253	323.991	245.602	324.108	245.612
443	3198	126.792	323.928	245.939	324.038	245.943
444	3204	126.692	324.281	246.322	324.379	246.318
445	3192	126.701	324.310	246.089	324.422	246.101
446	3179	127.059	324.528	246.055	324.641	246.070
447	3180	126.636	324.734	245.791	324.855	245.798
448	3177	126.661	324.403	246.008	324.519	246.011
449	3182	127.146	324.554	245.805	324.656	245.812
450	3181	126.887	324.258	246.055	324.367	246.065
451	3211	127.021	324.297	246.412	324.399	246.425
452	3210	126.982	323.886	246.476	323.986	246.485
453	3222	127.033	323.698	246.258	323.798	246.259
454	3218	127.250	323.804	246.334	323.898	246.338
455	3213	127.029	324.174	245.765	324.273	245.767
456	3220	126.983	324.080	245.646	324.172	245.648
457	3219	126.989	324.129	246.318	324.240	246.317
458	3226	126.866	323.754	246.079	323.857	246.066
459	3217	127.087	323.943	246.169	324.045	246.160
460	3210	126.665	324.007	246.131	324.120	246.116
461	3185	126.463	324.462	246.273	324.588	246.252
462	3193	126.909	324.514	246.321	324.622	246.294
463	3190	126.674	324.392	246.580	324.515	246.557
464	3191	126.771	324.389	246.906	324.487	246.877
465	3202	126.225	324.460	247.133	324.558	247.116
466	3211	126.541	324.464	247.217	324.558	247.195
467	3211	126.614	324.227	247.149	324.311	247.114
468	3214	126.792	324.337	246.998	324.439	246.961
469	3199	126.856	324.240	247.170	324.331	247.144
470	3209	126.562	324.348	247.036	324.440	247.012
471	3191	127.011	324.265	246.559	324.354	246.534
472	3199	127.102	324.279	246.779	324.387	246.754
473	3211	127.444	323.846	246.436	323.933	246.411
474	3194	127.461	324.373	246.353	324.478	246.318
475	3189	127.344	324.131	246.341	324.231	246.302
476	3211	126.976	324.368	246.768	324.459	246.730
477	3229	127.054	325.235	246.440	325.328	246.406
478	3214	126.940	325.857	246.450	325.939	246.427
479	3237	126.817	326.786	246.488	326.868	246.474
480	3238	126.846	327.469	246.540	327.558	246.545
481	3241	126.703	328.690	246.279	328.770	246.279
482	3260	127.159	329.491	246.054	329.565	246.040
483	3265	126.980	330.341	245.887	330.415	245.878
484	3270	126.429	331.174	246.134	331.258	246.122
485	3283	126.819	331.907	245.936	331.994	245.929
486	3294	126.733	332.693	245.698	332.775	245.699
487	3306	126.854	333.506	245.857	333.584	245.859
488	3320	126.954	334.422	245.620	334.504	245.624
489	3307	127.284	335.437	245.411	335.516	245.415
490	3321	127.261	336.120	245.797	336.187	245.814
491	3351	127.110	336.858	245.998	336.920	246.002
492	3349	126.937	337.931	246.317	337.984	246.311
493	3334	126.917	338.703	246.016	338.763	246.011
494	3360	126.866	339.158	245.665	339.206	245.666
495	3371	126.825	339.777	246.005	339.823	246.015
496	3383	126.715	340.838	246.259	340.884	246.266
497	3400	127.086	341.295	246.424	341.338	246.437
498	3414	127.017	341.633	246.967	341.680	246.978
499	3412	126.962	342.271	246.823	342.320	246.830
500	3427	127.077	342.434	246.748	342.482	246.753
501	3437	126.961	342.756	246.320	342.785	246.310
502	3429	126.614	343.114	246.256	343.146	246.245
503	3430	126.557	343.328	246.477	343.381	246.470
504	3444	126.241	343.501	246.714	343.559	246.702
505	3437	126.161	343.784	246.685	343.857	246.665
506	3453	126.202	343.491	246.676	343.569	246.658
507	3451	126.004	343.182	246.935	343.265	246.913
508	3446	126.104	341.653	247.204	341.767	247.197
509	3442	126.167	340.719	246.932	340.841	246.936
510	3443	125.900	339.540	246.729	339.638	246.744
511	3433	126.151	338.681	246.447	338.771	246.445
512	3438	126.286	337.648	246.244	337.759	246.252
513	3450	126.608	337.083	245.806	337.191	245.819
514	3452	127.045	336.742	245.807	336.850	245.807
515	3448	126.872	335.631	245.040	335.749	245.056
516	3454	126.942	335.268	244.584	335.366	244.603
517	3452	127.351	334.432	244.696	334.529	244.712
518	3442	127.696	333.554	245.375	333.672	245.380
519	3450	127.821	332.987	245.219	333.100	245.222
520	3445	127.382	332.652	245.745	332.754	245.758
521	3439	127.453	331.278	245.876	331.376	245.892
522	3442	127.673	330.741	245.608	330.840	245.607
523	3436	127.593	330.032	244.872	330.129	244.888
524	3441	127.201	329.959	245.041	330.059	245.051
525	3438	127.173	329.513	244.873	329.609	244.885
526	3441	126.856	329.579	245.406	329.680	245.414
527	3432	126.880	328.543	245.576	328.648	245.596
528	3447	127.108	328.259	245.530	328.368	245.548
529	3444	127.113	328.481	246.161	328.592	246.176
530	3443	127.467	328.415	246.607	328.523	246.621
531	3439	127.461	328.417	246.570	328.516	246.571
532	3454	127.182	328.599	246.341	328.709	246.363
533	3443	127.315	328.617	246.454	328.752	246.463
534	3447	126.909	328.220	246.290	328.344	246.300
535	3446	126.960	328.300	246.408	328.415	246.419
536	3436	126.942	328.381	246.293	328.503	246.307
537	3436	127.115	328.438	246.142	328.560	246.157
538	3428	127.153	327.751	245.965	327.866	245.973
539	3441	127.139	327.940	246.170	328.063	246.159
540	3438	127.070	327.259	246.113	327.387	246.092
541	3442	127.039	327.221	246.439	327.361	246.429
542	3440	126.622	327.082	246.847	327.204	246.821
543	3452	126.637	326.884	246.639	326.997	246.623
544	3437	127.019	326.626	246.200	326.750	246.190
545	3441	127.059	326.955	246.452	327.072	246.455
546	3441	127.173	327.487	245.880	327.612	245.889
547	3444	127.089	326.982	245.951	327.113	245.944
548	3436	127.075	327.166	245.373	327.291	245.371
549	3437	126.935	326.393	245.993	326.519	245.979
550	3445	126.941	326.556	246.216	326.687	246.218
551	3436	126.737	326.645	245.780	326.775	245.795
552	3441	126.690	327.268	245.380	327.394	245.404
553	3438	126.657	328.004	245.550	328.127	245.588
554	3439	126.810	328.113	245.554	328.238	245.572
555	3449	127.104	328.100	245.088	328.219	245.103
556	3444	127.210	328.027	245.772	328.141	245.787
557	3442	126.442	327.720	245.826	327.846	245.820
558	3441	126.300	327.330	245.952	327.463	245.959
559	3438	126.288	327.318	245.576	327.461	245.598
