1	300	300	
2	299	299	
3	300	300	
4	300	300	
5	300	300	
6	299	299	
7	299	299	
8	299	299	
9	299	299	
10	300	300	
11	299	299	
12	299	299	
13	299	299	
14	298	298	
15	300	300	
16	299	299	
17	299	299	
18	298	298	
19	298	298	
20	297	297	
21	298	298	
22	298	298	
23	299	299	
24	298	298	
25	298	298	
26	300	300	
27	298	298	
28	298	298	
29	299	299	
30	298	298	
31	299	299	
32	299	299	
33	300	300	
34	299	299	
35	299	299	
36	296	296	
37	298	298	
38	299	299	
39	298	298	
40	299	299	
41	299	299	
42	299	299	
43	298	298	
44	298	298	
45	299	299	
46	301	301	
47	298	298	
48	298	298	
49	299	299	
50	297	297	
51	299	299	
52	298	298	
53	298	298	
54	300	300	
55	299	299	
56	301	301	
57	299	299	
58	298	298	
59	300	300	
60	299	299	
61	300	300	
62	300	300	
63	298	298	
64	298	298	
65	299	299	
66	299	299	
67	300	300	
68	300	300	
69	300	300	
70	301	301	
71	300	300	
72	298	298	
73	299	299	
74	298	298	
75	300	300	
76	300	300	
77	300	300	
78	301	301	
79	300	300	
80	299	299	
81	299	299	
82	298	298	
83	299	299	
84	298	298	
85	298	298	
86	298	298	
87	298	298	
88	299	299	
89	299	299	
90	298	298	
91	298	298	
92	298	298	
93	298	298	
94	297	297	
95	298	298	
96	296	296	
97	298	298	
98	298	298	
99	296	296	
100	296	296	
101	298	298	
102	297	297	
103	297	297	
104	298	298	
105	299	299	
106	298	298	
107	299	299	
108	298	298	
109	299	299	
110	298	298	
111	298	298	
112	298	298	
113	297	297	
114	299	299	
115	298	298	
116	299	299	
117	299	299	
118	297	297	
119	298	298	
120	297	297	
121	298	298	
122	298	298	
123	296	296	
124	297	297	
125	298	298	
126	299	299	
127	298	298	
128	298	298	
129	297	297	
130	298	298	
131	298	298	
132	296	296	
133	298	298	
134	298	298	
135	298	298	
136	297	297	
137	298	298	
138	299	299	
139	298	298	
140	299	299	
141	299	299	
142	299	299	
143	299	299	
144	298	298	
145	299	299	
146	298	298	
147	298	298	
148	298	298	
149	298	298	
150	296	296	
151	297	297	
152	298	298	
153	298	298	
154	298	298	
155	298	298	
156	299	299	
157	298	298	
158	299	299	
159	298	298	
160	299	299	
161	298	298	
162	298	298	
163	299	299	
164	299	299	
165	298	298	
166	298	298	
167	299	299	
168	299	299	
169	299	299	
170	297	297	
171	298	298	
172	299	299	
173	300	300	
174	299	299	
175	299	299	
176	299	299	
177	301	301	
178	299	299	
179	298	298	
180	300	300	
181	299	299	
182	298	298	
183	301	301	
184	298	298	
185	299	299	
186	299	299	
187	299	299	
188	298	298	
189	299	299	
190	298	298	
191	298	298	
192	301	301	
193	299	299	
194	299	299	
195	298	298	
196	300	300	
197	299	299	
198	299	299	
199	297	297	
200	297	297	
201	296	296	
202	295	295	
203	295	295	
