 	Area	Mean	X	Y	XM	YM
1	3906	120.416	319.907	244.629	320.105	244.471
2	3912	120.792	320.442	244.485	320.640	244.340
3	3909	120.721	320.742	243.727	320.935	243.573
4	3906	120.623	321.247	243.800	321.429	243.638
5	3918	120.181	321.154	243.754	321.337	243.607
6	3928	119.864	321.011	243.668	321.191	243.522
7	3931	119.962	320.954	244.255	321.115	244.116
8	3920	120.342	320.504	243.853	320.681	243.727
9	3933	120.190	320.469	243.992	320.631	243.861
10	3931	120.384	319.692	244.663	319.854	244.534
11	3936	120.132	319.721	244.584	319.884	244.455
12	3924	120.266	318.997	244.235	319.158	244.092
13	3930	120.202	319.214	243.445	319.370	243.313
14	3933	120.074	319.071	243.923	319.237	243.789
15	3933	119.768	319.408	244.128	319.577	244.008
16	3931	119.931	319.916	244.284	320.060	244.153
17	3925	119.955	319.955	245.013	320.094	244.871
18	3948	120.165	318.960	244.702	319.088	244.580
19	3934	120.054	318.562	244.552	318.700	244.411
20	3948	120.118	318.498	244.779	318.652	244.631
21	3959	120.503	318.454	245.113	318.623	244.964
22	3955	120.347	318.292	244.969	318.459	244.814
23	3934	120.453	318.713	245.030	318.880	244.881
24	3936	120.940	318.673	244.817	318.833	244.692
25	3956	120.710	318.135	245.008	318.297	244.887
26	3941	120.725	318.768	244.969	318.944	244.855
27	3929	120.815	319.606	244.634	319.775	244.525
28	3929	120.586	320.258	244.264	320.428	244.146
29	3926	120.229	319.884	243.807	320.064	243.707
30	3919	121.012	320.475	244.415	320.649	244.307
31	3924	120.992	319.952	244.131	320.155	244.023
32	3937	121.181	319.939	244.412	320.126	244.313
33	3931	120.973	319.544	244.227	319.725	244.114
34	3930	120.621	319.012	243.725	319.199	243.639
35	3942	120.637	318.459	243.715	318.633	243.634
36	3931	120.500	318.892	243.614	319.068	243.552
37	3937	120.239	318.464	242.796	318.633	242.725
38	3941	119.929	318.255	243.202	318.433	243.122
39	3934	119.885	318.758	243.083	318.914	242.984
40	3934	119.858	319.243	243.346	319.409	243.246
41	3923	119.720	319.596	244.061	319.752	243.958
42	3938	119.555	319.908	243.879	320.059	243.775
43	3925	119.531	319.991	243.764	320.158	243.657
44	3934	119.840	320.544	243.825	320.704	243.710
45	3931	119.791	320.067	244.143	320.236	244.027
46	3899	119.942	320.416	244.237	320.581	244.135
47	3917	119.628	320.877	244.694	321.046	244.569
48	3924	119.442	320.388	244.204	320.549	244.087
49	3923	119.676	321.143	245.146	321.291	245.038
50	3921	119.498	321.352	245.556	321.486	245.456
51	3916	119.551	321.350	245.347	321.488	245.238
52	3927	118.983	320.926	245.026	321.061	244.915
53	3915	118.833	320.919	244.379	321.047	244.263
54	3933	119.024	321.564	244.207	321.710	244.100
55	3935	118.987	321.470	244.176	321.612	244.051
56	3941	119.408	322.065	244.323	322.221	244.222
57	3952	119.410	320.888	244.066	321.026	243.961
58	3954	119.381	320.515	243.940	320.666	243.843
59	3941	119.439	320.458	244.271	320.605	244.174
60	3956	119.401	319.604	243.924	319.747	243.836
61	3956	119.223	318.829	243.506	318.979	243.426
62	3953	119.138	319.057	243.283	319.198	243.184
63	3956	118.815	318.723	243.712	318.868	243.625
64	3945	119.174	319.540	243.385	319.686	243.278
65	3942	119.210	319.483	243.402	319.656	243.278
66	3953	119.500	319.039	243.906	319.215	243.798
67	3944	119.766	319.926	243.856	320.100	243.749
68	3940	119.920	319.779	244.033	319.961	243.931
69	3951	119.957	320.585	244.312	320.755	244.196
70	3951	120.140	320.693	243.830	320.870	243.708
71	3944	119.731	321.227	243.930	321.412	243.785
72	3941	119.208	320.940	244.081	321.107	243.943
73	3935	119.535	320.878	244.490	321.044	244.351
74	3935	119.928	320.778	245.598	320.942	245.462
75	3942	119.528	320.518	245.651	320.682	245.506
76	3937	119.536	320.647	245.594	320.830	245.448
77	3946	119.404	321.282	245.896	321.459	245.741
78	3942	119.292	320.887	244.930	321.051	244.783
79	3945	119.084	320.579	245.343	320.733	245.194
80	3935	118.746	320.490	245.390	320.652	245.241
81	3942	118.433	319.798	245.543	319.959	245.381
82	3937	118.446	319.452	245.163	319.621	245.028
83	3953	118.549	319.239	245.081	319.409	244.945
84	3950	118.546	319.174	244.407	319.345	244.285
85	3948	118.613	319.401	244.117	319.580	243.986
86	3933	118.688	319.751	243.993	319.940	243.863
87	3939	118.865	319.572	243.731	319.763	243.600
88	3956	119.286	319.436	243.388	319.609	243.254
89	3940	119.633	319.355	243.781	319.523	243.643
90	3948	120.030	319.194	243.472	319.373	243.334
91	3951	119.840	318.923	243.747	319.120	243.600
92	3955	119.806	318.223	244.235	318.402	244.093
93	3945	119.853	317.995	245.188	318.176	245.034
94	3932	119.607	318.119	244.819	318.288	244.662
95	3939	119.487	318.163	243.527	318.350	243.367
96	3919	119.691	318.292	243.558	318.469	243.403
97	3927	118.948	317.881	243.796	318.053	243.628
98	3925	119.037	317.972	243.753	318.139	243.577
99	3945	118.707	318.341	243.809	318.517	243.640
100	3920	118.778	318.833	244.339	318.989	244.159
101	3935	118.866	318.935	244.217	319.094	244.052
102	3941	119.042	319.529	244.400	319.682	244.216
103	3924	119.096	320.511	244.020	320.654	243.840
104	3932	118.966	320.475	244.153	320.626	243.960
105	3927	119.188	321.299	243.629	321.440	243.434
106	3948	119.163	320.616	244.367	320.772	244.174
107	3940	119.384	319.907	244.929	320.067	244.744
108	3935	119.106	320.031	245.791	320.198	245.603
109	3925	119.100	320.216	246.135	320.382	245.961
110	3915	118.658	319.862	245.674	320.026	245.500
111	3931	118.921	319.608	246.190	319.780	246.023
112	3933	118.810	319.712	246.535	319.887	246.374
113	3942	119.038	319.809	245.786	319.975	245.632
114	3932	118.991	319.433	245.967	319.602	245.822
115	3937	119.287	318.865	246.459	319.058	246.309
116	3936	119.423	319.345	246.441	319.532	246.284
117	3927	119.335	319.052	246.005	319.246	245.830
118	3916	119.614	319.304	245.269	319.494	245.109
119	3931	119.245	318.840	245.238	319.041	245.075
120	3923	119.302	318.689	244.565	318.854	244.400
121	3922	118.723	318.002	244.379	318.172	244.224
122	3928	119.082	318.013	243.609	318.192	243.478
123	3917	118.960	318.999	243.929	319.169	243.777
124	3926	119.051	319.222	244.457	319.406	244.304
125	3905	119.063	319.406	244.377	319.586	244.223
126	3921	119.034	319.637	244.294	319.811	244.132
127	3922	119.214	319.059	244.136	319.252	243.978
128	3911	118.855	319.395	243.576	319.590	243.393
129	3913	118.415	320.114	243.187	320.279	243.027
130	3906	118.239	319.954	242.646	320.123	242.491
131	3917	117.979	320.452	242.566	320.621	242.422
132	3926	118.308	319.366	242.567	319.555	242.453
133	3911	118.019	319.828	243.356	319.991	243.221
134	3911	118.105	319.087	243.422	319.240	243.294
135	3921	118.284	318.828	243.290	318.997	243.161
136	3916	118.175	318.382	243.352	318.560	243.215
137	3911	118.203	317.898	243.749	318.079	243.615
138	3918	118.156	316.646	243.560	316.833	243.418
139	3927	118.262	316.342	243.213	316.527	243.075
140	3923	118.351	316.436	242.680	316.617	242.555
141	3905	118.256	315.547	242.977	315.715	242.846
142	3916	118.461	314.840	243.030	315.002	242.901
143	3913	118.402	314.602	242.685	314.756	242.563
144	3917	118.253	314.508	242.698	314.658	242.586
145	3910	117.952	314.174	242.643	314.333	242.523
146	3919	118.083	313.956	243.030	314.122	242.902
147	3928	118.272	313.427	243.447	313.576	243.338
148	3917	118.237	313.723	243.645	313.870	243.538
149	3920	117.972	312.962	243.812	313.108	243.696
150	3926	118.519	312.897	243.664	313.036	243.562
151	3929	118.590	312.680	243.472	312.834	243.374
152	3921	118.772	312.879	243.732	313.028	243.648
153	3910	119.130	312.492	244.285	312.649	244.191
154	3919	118.711	311.972	244.635	312.133	244.530
155	3914	118.971	311.786	244.557	311.933	244.455
156	3912	119.357	311.660	244.500	311.786	244.404
157	3909	119.522	311.773	244.743	311.902	244.637
158	3912	119.641	311.604	244.399	311.733	244.295
159	3910	119.503	311.393	245.015	311.513	244.912
160	3918	119.808	311.378	244.679	311.502	244.585
161	3922	119.855	310.728	244.635	310.856	244.542
162	3922	119.816	310.594	244.444	310.737	244.354
163	3926	119.782	310.176	244.249	310.318	244.163
164	3931	119.923	310.246	244.451	310.364	244.363
165	3925	120.245	309.861	244.513	309.966	244.425
166	3942	120.473	309.747	244.692	309.833	244.606
167	3936	120.246	309.335	244.014	309.425	243.913
168	3925	120.135	310.456	244.472	310.556	244.366
169	3927	120.129	311.139	244.492	311.242	244.386
170	3934	120.369	312.268	244.384	312.355	244.286
171	3910	120.075	312.742	244.020	312.830	243.923
172	3908	119.820	313.671	243.712	313.751	243.637
173	3894	120.205	314.259	243.766	314.357	243.694
174	3888	120.288	314.579	243.976	314.687	243.913
175	3877	120.128	314.766	244.158	314.866	244.071
176	3860	119.849	315.828	244.156	315.906	244.066
177	3850	119.642	316.026	244.982	316.112	244.891
178	3850	119.759	316.235	244.355	316.328	244.259
179	3841	119.650	316.339	244.836	316.420	244.745
180	3830	119.775	316.609	244.367	316.706	244.274
181	3833	120.023	316.825	243.935	316.905	243.837
182	3820	119.765	317.049	243.639	317.125	243.547
183	3802	119.947	317.642	244.391	317.724	244.273
184	3801	119.702	317.798	244.168	317.878	244.067
185	3794	119.648	318.090	244.508	318.157	244.411
186	3821	119.692	317.521	245.217	317.586	245.107
187	3811	119.536	317.574	245.372	317.634	245.250
188	3802	119.973	318.013	245.354	318.088	245.252
189	3809	120.010	318.017	244.639	318.088	244.547
190	3791	120.143	318.307	244.502	318.387	244.393
191	3800	119.871	318.035	244.812	318.105	244.691
192	3801	120.153	318.015	245.167	318.091	245.062
193	3799	120.036	317.974	245.431	318.065	245.310
194	3791	120.459	317.969	245.079	318.048	244.968
195	3804	120.753	317.724	245.214	317.811	245.097
196	3798	120.890	317.843	245.046	317.936	244.933
197	3799	120.706	318.141	244.222	318.236	244.106
198	3788	120.610	318.328	243.698	318.432	243.584
199	3797	120.406	318.297	243.986	318.393	243.880
200	3786	119.918	318.768	243.551	318.865	243.444
201	3800	120.209	318.481	243.334	318.574	243.216
202	3794	120.741	318.320	243.736	318.406	243.610
203	3811	120.828	318.154	243.435	318.253	243.281
204	3821	121.003	317.963	242.931	318.049	242.765
205	3802	120.629	318.074	242.591	318.155	242.433
206	3811	120.766	317.917	242.954	317.996	242.808
207	3814	120.467	317.649	242.455	317.741	242.321
208	3821	120.029	317.708	242.443	317.815	242.322
209	3819	119.918	317.882	242.154	317.978	242.019
210	3817	120.013	317.899	241.983	318.002	241.836
211	3829	119.941	317.611	242.726	317.721	242.598
212	3821	120.022	317.483	243.134	317.588	243.014
213	3820	119.988	317.819	243.103	317.944	242.990
214	3813	120.496	317.896	243.488	317.999	243.360
215	3802	120.419	317.666	243.753	317.781	243.624
216	3800	120.390	317.787	243.995	317.898	243.871
217	3812	120.512	317.930	244.043	318.034	243.931
218	3804	120.053	317.784	243.592	317.880	243.487
219	3808	120.077	317.689	243.586	317.779	243.469
220	3802	120.336	317.877	243.911	317.963	243.773
221	3788	120.007	317.996	243.720	318.087	243.573
222	3800	120.108	317.954	244.102	318.041	243.969
223	3796	119.988	317.843	244.789	317.925	244.674
224	3807	119.718	317.561	243.813	317.645	243.683
225	3799	119.699	317.842	244.081	317.932	243.946
226	3797	119.531	317.609	244.402	317.699	244.279
227	3813	119.522	317.602	245.301	317.683	245.183
228	3803	119.473	317.988	245.634	318.078	245.486
229	3813	119.010	318.004	245.695	318.076	245.548
230	3812	119.125	318.002	245.460	318.071	245.323
231	3813	119.067	317.846	245.348	317.921	245.201
232	3805	119.341	317.851	245.069	317.931	244.941
233	3795	118.903	318.055	245.469	318.146	245.343
234	3787	118.848	318.586	245.379	318.682	245.250
235	3788	118.882	318.812	245.758	318.896	245.641
236	3764	119.266	319.186	245.825	319.277	245.717
237	3758	119.314	319.065	245.396	319.157	245.296
238	3755	119.500	319.110	245.428	319.212	245.338
239	3754	119.276	319.202	245.166	319.309	245.070
240	3767	119.127	318.876	245.271	318.977	245.184
241	3761	118.631	318.928	245.175	319.045	245.090
242	3784	118.726	318.715	245.511	318.807	245.417
243	3768	118.636	318.915	245.988	319.019	245.892
244	3771	118.338	318.374	245.311	318.486	245.186
245	3777	118.774	318.575	244.366	318.685	244.233
246	3781	118.517	318.455	244.305	318.542	244.166
247	3782	118.509	318.766	244.098	318.860	243.975
248	3775	118.885	318.803	244.792	318.901	244.656
249	3767	118.977	318.957	244.246	319.045	244.105
250	3757	119.116	319.012	243.523	319.096	243.377
251	3738	119.472	319.675	243.486	319.758	243.322
252	3753	119.730	319.283	244.010	319.363	243.835
253	3761	119.456	318.869	244.549	318.945	244.383
254	3760	119.633	318.684	244.718	318.764	244.551
255	3756	119.402	318.559	244.727	318.656	244.545
256	3749	119.329	318.843	245.078	318.926	244.908
257	3740	118.911	319.276	244.978	319.366	244.808
258	3755	118.723	319.228	244.529	319.310	244.365
259	3757	118.949	319.096	244.591	319.190	244.422
260	3753	119.149	319.103	244.488	319.179	244.300
261	3753	119.132	319.223	245.070	319.285	244.878
262	3749	118.700	319.103	245.373	319.182	245.192
263	3750	118.811	318.892	245.273	318.987	245.097
264	3748	119.086	318.910	245.687	319.007	245.517
265	3764	118.490	318.638	245.999	318.725	245.835
266	3755	118.511	318.670	245.869	318.742	245.711
267	3771	118.833	318.628	245.690	318.711	245.539
268	3779	118.537	318.454	245.298	318.548	245.149
269	3765	118.424	318.706	245.193	318.788	245.034
270	3773	117.909	318.327	244.704	318.425	244.549
271	3767	117.869	318.363	244.744	318.472	244.592
272	3767	117.991	318.667	245.274	318.762	245.125
273	3761	118.240	318.729	244.798	318.834	244.630
274	3763	118.910	319.057	244.436	319.160	244.268
275	3758	118.747	319.094	244.690	319.192	244.531
276	3775	118.913	318.689	244.511	318.775	244.344
277	3749	119.112	318.948	244.828	319.042	244.685
278	3772	119.137	318.728	244.524	318.822	244.384
279	3764	119.673	318.897	244.150	318.985	244.013
280	3775	119.626	318.958	244.205	319.057	244.062
281	3757	119.672	319.006	244.452	319.096	244.313
282	3762	119.389	319.035	244.295	319.127	244.174
283	3778	119.417	318.593	244.972	318.676	244.858
284	3770	119.306	318.655	244.721	318.738	244.605
285	3761	119.380	318.565	244.605	318.656	244.469
286	3757	119.308	318.589	244.096	318.667	243.966
287	3759	119.323	318.821	243.884	318.915	243.737
288	3746	119.209	319.123	243.824	319.209	243.683
289	3744	119.124	318.898	244.890	318.987	244.757
290	3749	119.075	318.763	244.770	318.848	244.629
291	3772	119.115	318.423	244.801	318.506	244.661
292	3764	118.941	318.218	244.645	318.309	244.495
293	3760	118.845	317.887	244.436	317.980	244.289
294	3757	118.984	318.219	244.541	318.324	244.399
295	3769	118.916	318.358	244.685	318.458	244.545
296	3762	118.797	318.030	245.212	318.111	245.073
297	3780	118.753	318.142	244.746	318.223	244.602
298	3782	118.917	317.939	245.334	318.011	245.210
299	3769	119.451	318.249	245.570	318.315	245.421
300	3757	119.399	318.650	245.513	318.727	245.356
301	3744	119.302	318.780	244.907	318.860	244.755
302	3748	119.247	318.850	244.668	318.933	244.527
303	3742	119.448	318.915	245.117	319.016	244.963
304	3743	118.846	319.227	245.084	319.333	244.938
305	3733	118.730	319.312	244.932	319.418	244.786
306	3737	118.618	319.275	245.003	319.383	244.841
307	3729	118.765	319.433	245.253	319.561	245.109
308	3740	118.633	319.318	244.724	319.439	244.573
309	3740	118.513	319.435	244.894	319.564	244.761
310	3746	118.295	319.319	244.425	319.443	244.300
311	3749	118.225	319.254	244.504	319.387	244.368
312	3737	118.282	319.561	244.368	319.695	244.223
313	3760	117.968	319.017	244.810	319.155	244.690
314	3757	117.497	318.975	244.907	319.114	244.785
315	3761	117.287	318.934	245.102	319.073	244.987
316	3757	117.256	319.274	245.494	319.416	245.371
317	3751	117.209	319.112	245.546	319.247	245.408
318	3753	117.324	319.100	245.263	319.229	245.116
319	3763	117.630	318.862	245.164	318.990	245.038
320	3765	117.589	318.911	245.095	319.044	244.995
321	3750	117.633	319.202	245.155	319.343	245.055
322	3754	117.039	319.086	244.927	319.216	244.833
323	3769	116.957	318.719	244.635	318.862	244.530
324	3792	116.980	318.043	244.888	318.181	244.785
325	3779	116.886	318.244	244.319	318.373	244.224
326	3773	117.174	318.370	244.370	318.493	244.269
327	3782	117.178	318.274	243.652	318.406	243.561
328	3798	117.029	318.144	244.011	318.263	243.930
329	3799	117.122	317.700	243.792	317.813	243.696
330	3786	117.237	317.911	245.170	318.014	245.078
331	3791	117.343	318.044	245.204	318.131	245.111
332	3799	117.382	318.166	245.785	318.261	245.681
333	3797	117.336	318.008	245.244	318.095	245.125
334	3800	117.466	317.968	244.428	318.058	244.301
335	3780	117.737	317.870	243.996	317.964	243.861
336	3796	118.067	317.826	244.329	317.916	244.196
337	3792	118.550	317.871	244.352	317.951	244.223
338	3793	119.025	317.993	244.608	318.074	244.495
339	3798	118.961	317.724	244.534	317.797	244.413
340	3809	118.407	317.310	243.898	317.376	243.771
341	3806	118.151	317.479	243.651	317.543	243.523
342	3808	118.291	317.623	243.330	317.707	243.207
343	3800	118.263	317.581	243.054	317.661	242.921
344	3807	117.844	317.830	243.406	317.907	243.278
345	3802	117.633	317.593	243.622	317.661	243.488
346	3801	117.410	317.670	243.297	317.737	243.168
347	3810	116.979	317.405	243.222	317.472	243.090
348	3807	116.990	317.622	243.476	317.685	243.379
349	3803	116.661	317.866	243.770	317.931	243.643
350	3802	116.653	317.155	244.283	317.238	244.163
351	3794	116.485	317.433	244.324	317.502	244.209
352	3812	116.609	317.521	244.616	317.590	244.498
353	3796	116.784	317.611	245.158	317.677	245.048
354	3805	117.054	317.860	244.339	317.939	244.247
355	3809	117.274	317.590	244.138	317.657	244.040
356	3809	117.462	317.651	244.096	317.723	244.022
357	3806	117.326	317.795	244.267	317.875	244.192
358	3794	117.338	317.852	244.781	317.939	244.692
359	3807	117.190	318.230	244.785	318.324	244.696
360	3804	117.224	317.914	244.554	318.008	244.469
361	3804	117.488	317.912	244.092	318.003	244.006
362	3823	117.391	317.661	245.266	317.766	245.209
363	3805	117.277	318.051	245.779	318.159	245.715
364	3802	117.514	318.263	245.957	318.385	245.886
365	3800	117.306	318.137	245.569	318.240	245.508
366	3810	117.490	318.032	245.435	318.139	245.395
367	3801	117.433	317.987	245.007	318.096	244.962
368	3782	117.681	318.466	244.937	318.585	244.891
369	3780	117.884	318.483	245.012	318.609	244.966
370	3778	117.729	318.578	245.008	318.702	244.936
371	3782	117.469	318.501	245.027	318.625	244.972
372	3783	117.619	318.277	244.722	318.401	244.639
373	3794	117.649	318.227	244.914	318.361	244.833
374	3776	117.387	318.835	244.787	318.978	244.700
375	3778	117.309	318.304	244.586	318.468	244.498
376	3776	117.023	318.707	244.258	318.876	244.160
377	3774	117.289	318.356	244.541	318.502	244.439
378	3774	117.476	318.245	244.773	318.398	244.682
379	3775	117.144	318.520	244.077	318.665	243.990
380	3776	117.243	318.461	244.600	318.609	244.497
381	3776	117.023	318.316	245.126	318.447	245.038
382	3789	117.286	318.207	245.099	318.344	244.997
383	3792	117.430	318.180	245.353	318.319	245.276
384	3808	117.657	317.398	244.580	317.537	244.484
385	3817	117.826	317.250	244.644	317.367	244.545
386	3812	117.682	317.195	244.524	317.310	244.425
387	3801	117.464	317.292	244.602	317.408	244.515
388	3800	117.754	317.274	244.507	317.400	244.431
389	3821	118.111	317.476	244.638	317.595	244.557
390	3808	117.932	317.584	244.400	317.678	244.311
391	3795	117.465	317.636	244.570	317.736	244.491
392	3785	117.339	317.834	244.628	317.949	244.531
393	3797	117.523	317.666	244.771	317.785	244.653
394	3800	117.712	318.362	244.647	318.477	244.540
395	3793	117.616	318.191	244.516	318.302	244.402
396	3795	117.567	318.345	243.818	318.457	243.690
397	3791	117.884	317.796	243.656	317.909	243.535
398	3779	117.662	317.715	243.001	317.826	242.879
399	3770	117.600	317.542	243.193	317.660	243.069
400	3777	117.615	316.855	243.386	316.981	243.258
401	3774	117.197	316.330	243.791	316.473	243.667
402	3759	117.398	316.599	244.200	316.735	244.077
403	3767	117.402	316.600	244.033	316.737	243.899
404	3756	117.343	316.793	243.782	316.922	243.670
405	3753	117.940	317.931	243.258	318.061	243.158
406	3751	118.002	318.271	243.275	318.389	243.171
407	3749	117.790	317.210	242.733	317.320	242.618
408	3744	117.740	317.243	243.123	317.351	243.026
409	3740	117.626	317.328	243.387	317.436	243.295
410	3741	117.251	317.200	243.279	317.306	243.195
411	3736	117.097	317.947	243.345	318.036	243.257
412	3737	117.026	318.184	243.931	318.273	243.848
413	3724	117.655	319.285	244.076	319.378	243.991
414	3729	117.096	319.999	243.511	320.085	243.413
415	3741	117.020	320.375	243.568	320.462	243.468
416	3742	117.208	321.372	244.290	321.447	244.194
417	3753	117.316	322.350	244.089	322.420	243.994
418	3766	117.203	323.571	244.856	323.633	244.764
419	3764	117.207	324.167	245.032	324.229	244.942
420	3768	117.451	324.894	244.697	324.945	244.609
421	3786	117.256	325.495	244.932	325.549	244.846
422	3801	117.159	325.934	245.276	325.994	245.175
423	3811	116.967	326.689	244.666	326.747	244.565
424	3828	117.278	326.740	243.713	326.805	243.605
425	3836	117.282	327.219	243.141	327.266	243.032
426	3846	117.307	328.125	243.660	328.153	243.558
427	3855	117.393	328.557	243.853	328.587	243.742
428	3860	117.464	329.553	243.431	329.591	243.317
429	3874	117.311	329.040	243.733	329.089	243.602
430	3886	117.521	330.025	244.144	330.076	244.028
431	3880	117.896	329.672	244.014	329.719	243.905
432	3901	117.561	330.014	244.271	330.061	244.168
433	3882	117.348	330.647	244.708	330.702	244.594
434	3893	117.593	330.571	245.088	330.639	244.983
435	3896	117.464	330.683	245.420	330.761	245.325
436	3904	117.505	331.746	245.473	331.825	245.393
437	3887	117.506	331.987	246.374	332.076	246.289
438	3887	117.746	331.700	245.828	331.807	245.740
439	3891	118.103	332.120	245.598	332.229	245.525
440	3887	118.600	331.581	245.722	331.690	245.631
441	3895	118.441	331.500	245.998	331.592	245.891
442	3895	118.384	331.236	245.934	331.338	245.818
443	3900	118.529	332.454	245.432	332.547	245.297
444	3905	118.670	331.078	245.011	331.193	244.908
445	3901	118.829	329.980	245.136	330.103	245.048
446	3915	118.747	328.091	245.412	328.208	245.312
447	3910	119.170	327.407	245.296	327.533	245.185
448	3902	120.344	327.648	245.511	327.780	245.407
449	3904	118.968	324.931	245.797	325.053	245.658
450	3926	119.197	324.062	245.226	324.193	245.110
451	3925	119.741	323.177	245.249	323.305	245.142
452	3916	120.141	323.479	245.441	323.629	245.328
453	3909	120.326	322.786	244.927	322.932	244.822
454	3918	120.150	322.051	245.064	322.203	244.958
455	3922	119.948	321.293	244.612	321.449	244.499
456	3920	119.722	320.483	244.469	320.647	244.383
457	3919	119.794	320.429	244.647	320.594	244.559
458	3935	119.493	320.945	244.344	321.091	244.254
459	3919	120.425	320.860	244.463	321.003	244.360
460	3914	120.729	321.364	244.640	321.511	244.539
461	3921	120.728	321.487	244.609	321.637	244.506
462	3932	120.701	320.840	244.777	320.990	244.655
463	3901	120.092	320.203	244.684	320.347	244.575
464	3921	119.719	320.108	243.859	320.240	243.751
465	3934	119.511	320.076	243.559	320.198	243.467
466	3920	119.124	320.528	243.290	320.673	243.185
467	3934	118.882	320.321	243.319	320.461	243.223
468	3926	118.547	319.644	243.234	319.781	243.159
469	3935	118.661	320.664	243.647	320.806	243.560
470	3945	119.199	321.146	243.620	321.285	243.543
471	3954	119.119	321.606	243.543	321.737	243.474
472	3950	119.345	321.964	243.857	322.091	243.775
473	3957	119.548	322.222	243.977	322.350	243.883
474	3947	119.724	322.409	243.937	322.523	243.831
475	3924	119.807	322.009	244.571	322.135	244.475
476	3921	120.023	322.104	244.453	322.240	244.349
477	3933	119.564	320.998	244.799	321.124	244.704
478	3919	119.726	320.713	244.955	320.845	244.852
479	3925	119.350	320.084	244.481	320.218	244.373
480	3925	119.140	319.985	244.297	320.114	244.187
481	3918	119.319	320.181	244.779	320.330	244.669
482	3919	119.479	320.705	244.718	320.847	244.613
483	3921	119.722	320.027	245.557	320.174	245.461
484	3916	119.623	319.807	245.326	319.953	245.215
485	3921	119.732	319.335	245.302	319.482	245.199
486	3917	119.628	319.558	245.287	319.689	245.181
487	3915	119.542	319.767	245.109	319.901	244.975
488	3926	119.635	319.414	245.020	319.552	244.890
489	3916	119.596	319.411	245.205	319.542	245.080
490	3914	119.785	320.235	244.303	320.360	244.180
491	3935	119.364	319.755	243.976	319.880	243.840
492	3924	119.242	318.540	243.933	318.669	243.800
493	3936	119.318	317.737	244.005	317.877	243.893
494	3921	118.939	318.137	244.803	318.275	244.690
495	3926	119.175	319.256	244.369	319.390	244.259
496	3916	119.170	318.781	244.050	318.914	243.944
497	3931	119.033	319.685	243.955	319.825	243.830
498	3928	118.844	319.852	243.950	319.988	243.830
499	3927	118.983	319.811	245.330	319.921	245.225
500	3913	118.431	319.005	245.110	319.125	244.999
501	3921	118.426	319.146	245.200	319.279	245.082
502	3923	118.826	319.024	245.566	319.159	245.452
503	3938	119.358	318.550	245.443	318.691	245.333
504	3928	119.248	318.941	244.994	319.100	244.866
505	3925	119.358	318.391	244.441	318.537	244.318
506	3934	119.187	317.886	244.581	318.015	244.453
507	3917	119.426	317.834	244.090	317.975	243.968
508	3920	119.160	317.124	244.141	317.274	244.023
509	3918	119.372	317.351	243.888	317.505	243.752
510	3916	119.186	316.316	243.354	316.460	243.223
511	3917	119.188	315.794	243.426	315.958	243.307
512	3919	119.254	315.576	243.437	315.716	243.328
513	3929	119.166	314.959	243.721	315.104	243.617
514	3920	119.049	314.803	243.657	314.961	243.567
515	3918	119.316	313.827	243.301	313.979	243.218
516	3936	119.047	313.641	243.230	313.785	243.120
517	3925	118.886	313.056	243.732	313.202	243.628
518	3920	118.862	313.000	244.090	313.135	243.997
519	3923	119.170	312.992	244.572	313.136	244.488
520	3921	118.793	312.865	243.265	312.996	243.167
521	3926	118.614	312.383	242.752	312.520	242.670
522	3927	118.539	312.361	243.234	312.498	243.160
523	3918	118.165	311.756	243.205	311.899	243.144
524	3910	117.852	310.511	243.421	310.651	243.374
525	3917	118.083	309.871	244.195	310.007	244.146
526	3924	117.657	309.371	243.422	309.499	243.376
527	3920	117.824	309.759	243.220	309.895	243.170
528	3921	117.412	308.821	243.042	308.947	242.989
529	3928	117.485	308.567	243.748	308.703	243.720
530	3930	117.543	308.082	243.694	308.212	243.659
531	3951	117.364	307.729	243.204	307.855	243.156
532	3930	117.234	307.671	243.565	307.795	243.529
533	3936	117.506	307.414	244.327	307.546	244.314
534	3926	117.310	306.885	244.355	307.011	244.345
535	3945	117.828	307.572	244.138	307.690	244.137
536	3944	118.058	307.926	244.860	308.035	244.859
537	3936	118.383	309.310	244.918	309.409	244.907
538	3927	118.759	309.779	244.504	309.862	244.508
539	3937	119.350	310.426	245.346	310.506	245.339
540	3930	119.447	311.716	245.468	311.795	245.456
541	3926	119.475	312.082	245.621	312.161	245.616
542	3909	120.102	312.682	244.857	312.749	244.851
543	3915	119.542	312.657	244.691	312.721	244.680
544	3913	119.404	312.840	245.390	312.918	245.382
545	3913	119.400	313.365	245.582	313.445	245.586
546	3908	119.110	313.482	245.987	313.538	245.983
547	3903	119.279	314.364	245.176	314.423	245.177
548	3882	118.770	314.864	245.739	314.930	245.740
549	3868	118.503	315.188	245.787	315.263	245.770
550	3865	118.164	315.560	244.804	315.629	244.797
551	3850	117.980	315.872	244.551	315.962	244.529
552	3853	117.946	316.094	245.345	316.192	245.332
553	3855	117.980	316.539	244.899	316.641	244.888
554	3831	117.603	316.970	244.834	317.077	244.811
555	3838	117.677	317.334	244.967	317.453	244.952
556	3844	117.942	316.947	245.442	317.063	245.415
557	3835	118.087	317.284	245.671	317.376	245.660
558	3832	118.219	317.571	245.388	317.664	245.383
559	3835	118.341	317.982	245.407	318.087	245.402
